Tempo,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,MFCC15,MFCC16,MFCC17,MFCC18,MFCC19,MFCC20,Chroma1,Chroma2,Chroma3,Chroma4,Chroma5,Chroma6,Chroma7,Chroma8,Chroma9,Chroma10,Chroma11,Chroma12
101.05,-202.98,115.98,27.18,23.94,-2.38,8.81,-2.27,-0.28,-3.13,-1.29,-6.17,-3.03,-7.73,0.09,-6.9,-2.09,-1.76,-1.27,-9.18,-5.1,0.25,0.26,0.38,0.39,0.27,0.29,0.32,0.26,0.48,0.87,0.51,0.35
58.18,-511.03,183.39,23.69,-8.78,-12.61,-20.98,-22.82,-21.49,-17.06,-6.26,1.28,-2.72,10.71,15.05,5.68,-13.57,-7.14,-0.89,9.39,4.34,0.31,0.06,0.01,0.04,0.25,0.09,0.02,0.02,0.1,0.46,0.17,0.39
101.05,-152.94,99.62,-21.83,28.61,-16.06,7.44,-6.56,-7.51,-10.17,-3.1,-1.93,3.37,-11.77,-6.74,-7.46,-3.88,-10.38,0.83,-6.8,2.86,0.42,0.54,0.72,0.55,0.47,0.41,0.31,0.44,0.39,0.19,0.23,0.29
174.55,-201.29,141.22,-14.15,38.81,-2.82,0.72,-6.7,-1.21,-10.1,-0.69,-5.28,5.69,-6.73,2.87,-4.42,-2.63,-4.54,0.71,-5.58,1.12,0.18,0.23,0.36,0.46,0.39,0.17,0.22,0.35,0.49,0.35,0.25,0.44
112.94,-317.81,128.28,-6.8,11.21,-30.76,-18.61,10.74,-23.46,-7.93,5.83,-18.02,8.53,-3.73,-4.36,-5.48,2.7,1.5,7.66,2.92,1.83,0.61,0.52,0.18,0.32,0.2,0.38,0.27,0.24,0.52,0.39,0.15,0.17
112.94,-277.3,149.12,-2.25,29.92,-12.43,12.29,-7.09,-1.44,-12.44,-1.22,-1.91,-6.0,-11.9,-1.5,4.81,8.48,3.65,2.62,1.55,3.93,0.12,0.19,0.39,0.45,0.27,0.25,0.27,0.68,0.61,0.27,0.1,0.14
137.14,-288.37,203.38,-50.08,10.03,3.9,-12.38,-8.46,0.08,-0.57,-16.9,-19.74,8.73,7.19,8.13,7.61,3.3,-8.72,-15.77,4.85,2.56,0.38,0.06,0.05,0.09,0.26,0.07,0.13,0.24,0.16,0.66,0.29,0.51
174.55,-299.94,184.27,-39.74,-5.42,-22.05,-20.2,-30.01,-16.19,-4.86,-0.56,-5.07,-12.97,-10.17,-14.13,-8.16,-12.01,-7.83,-2.27,-3.74,-3.11,0.17,0.19,0.29,0.62,0.42,0.25,0.23,0.3,0.44,0.19,0.16,0.19
83.48,-322.23,227.06,-15.67,10.23,15.76,-8.04,4.61,-0.92,-17.32,-11.22,-0.84,-6.41,-6.66,-6.15,-4.9,-8.42,-0.75,5.78,-2.05,-8.31,0.15,0.24,0.36,0.22,0.49,0.47,0.17,0.2,0.2,0.59,0.32,0.16
106.67,-370.38,205.81,10.1,2.74,-0.22,-6.15,-0.78,-13.28,-16.88,-3.13,-1.85,-11.59,-10.45,2.93,1.91,-3.33,-4.65,-9.49,-8.99,-2.02,0.03,0.14,0.53,0.21,0.06,0.05,0.19,0.51,0.23,0.43,0.16,0.03
120.0,-85.0,79.83,-24.45,54.86,-6.59,10.28,-8.01,6.95,-17.67,-4.9,-1.22,0.8,-12.68,-0.63,-8.48,-6.82,-10.12,2.14,-13.03,2.97,0.2,0.35,1.0,0.33,0.35,0.19,0.08,0.16,0.24,0.51,0.25,0.14
87.27,-166.13,127.04,-0.17,25.51,-9.2,10.02,-3.82,-0.54,-2.68,0.72,-6.03,9.43,-5.39,-0.68,-5.93,-2.7,-2.91,2.47,-8.88,8.11,0.17,0.32,0.65,0.51,0.27,0.22,0.28,0.37,0.22,0.38,0.43,0.15
106.67,-337.38,232.47,-40.21,-5.89,7.45,-30.47,-4.13,-3.08,-9.91,-5.25,-11.32,-17.82,-7.71,-12.03,-11.56,-4.67,-3.77,-0.5,-5.36,-7.33,0.41,0.23,0.4,0.5,0.18,0.24,0.38,0.5,0.27,0.19,0.34,0.34
83.48,-230.45,114.29,21.3,41.61,13.52,9.37,1.3,6.83,-10.47,1.92,-8.77,-1.06,-9.2,-2.84,-14.5,-2.68,-2.87,3.58,-8.89,2.83,0.38,0.43,0.5,0.69,0.29,0.14,0.2,0.12,0.15,0.2,0.36,0.44
120.0,-347.29,180.15,23.42,29.27,10.71,3.78,-4.65,-2.95,-0.81,1.59,-4.81,-11.25,-5.68,-4.02,-5.68,-7.87,-11.05,0.23,-7.52,-9.06,0.35,0.51,0.64,0.3,0.08,0.04,0.04,0.26,0.26,0.38,0.34,0.16
174.55,-141.99,92.26,13.15,25.98,5.02,7.93,-8.9,12.13,2.63,4.75,1.26,7.76,-4.33,7.28,-2.63,2.85,-3.43,3.7,-1.62,0.83,0.49,0.27,0.15,0.2,0.49,0.34,0.39,0.41,0.31,0.39,0.33,0.51
174.55,-155.85,93.5,19.93,33.95,9.95,18.36,-2.55,5.23,0.28,7.7,6.32,14.33,-13.18,-4.03,8.37,11.34,-8.12,1.91,-1.42,-1.28,0.38,0.27,0.3,0.41,0.59,0.39,0.37,0.53,0.41,0.57,0.28,0.24
174.55,-128.74,87.46,12.8,20.46,3.74,8.27,-8.2,11.57,4.63,-0.11,1.24,7.29,-5.63,-0.66,-7.3,8.84,-4.3,-2.01,-5.32,0.32,0.31,0.43,0.68,0.4,0.22,0.21,0.23,0.46,0.32,0.3,0.36,0.32
174.55,-132.86,75.1,-5.23,14.99,5.04,5.71,-23.89,-4.12,-3.07,2.36,-1.5,9.8,-3.74,5.68,2.0,12.43,-5.85,5.24,-8.02,10.73,0.28,0.44,0.26,0.19,0.48,0.22,0.13,0.11,0.32,0.34,0.39,0.37
174.55,-115.21,98.14,15.62,26.4,7.46,10.93,-6.46,13.22,6.3,7.94,-0.47,0.64,-12.47,-0.33,-5.78,1.47,-13.29,1.38,-5.12,-0.44,0.32,0.28,0.39,0.32,0.49,0.57,0.56,0.41,0.36,0.38,0.31,0.39
137.14,-430.3,95.14,-51.6,2.63,-21.49,-20.35,-8.43,-1.54,-12.71,-1.72,14.21,9.9,-7.32,8.78,4.76,-12.81,-17.77,9.18,-1.48,-19.31,0.13,0.72,0.31,0.04,0.11,0.04,0.04,0.01,0.01,0.03,0.08,0.42
120.0,-252.43,157.65,10.62,14.27,15.47,-5.14,2.21,-5.4,4.27,8.25,-10.8,-3.32,-2.2,0.67,-11.34,-0.82,-2.0,2.31,8.0,-4.02,0.71,0.16,0.33,0.19,0.24,0.21,0.53,0.49,0.15,0.12,0.17,0.79
101.05,-180.1,63.37,22.12,20.51,20.02,23.18,3.12,-0.05,-4.31,5.76,-3.02,1.07,-10.88,-7.52,-10.35,-5.64,-19.18,-9.25,-0.48,0.43,0.56,0.15,0.13,0.23,0.5,0.55,0.47,0.55,0.47,0.43,0.3,0.5
112.94,-323.1,218.52,13.13,8.58,5.31,-13.32,-2.31,-15.93,-11.96,-0.85,-7.93,-6.43,0.6,6.71,7.81,7.35,6.9,4.57,1.79,3.13,0.06,0.02,0.04,0.07,0.29,0.29,0.1,0.28,0.27,0.09,0.25,0.15
137.14,-209.73,114.97,10.92,22.1,-0.01,-0.61,-2.48,5.29,2.67,6.03,2.03,0.35,-3.65,1.08,-7.64,2.24,-0.24,9.27,3.49,7.05,0.17,0.12,0.17,0.13,0.19,0.63,0.45,0.77,0.33,0.11,0.12,0.11
101.05,-309.66,178.65,3.86,41.93,13.98,11.86,2.34,-0.37,-7.26,-6.25,-4.65,8.43,3.72,-10.25,-8.29,-7.67,-8.46,-6.44,-3.15,3.42,0.51,0.5,0.26,0.25,0.27,0.59,0.21,0.03,0.11,0.11,0.19,0.19
91.43,-451.3,146.96,49.92,5.81,-5.11,-10.31,-8.6,-13.75,-9.89,-1.98,-2.68,-4.21,0.29,-0.81,0.42,-2.14,1.75,3.33,-3.2,-3.11,0.32,0.25,0.03,0.32,0.33,0.04,0.03,0.35,0.51,0.19,0.26,0.23
96.0,-322.39,157.73,0.12,25.85,-6.11,-13.28,-8.06,-10.47,-8.79,-9.62,-7.06,0.37,1.69,5.55,0.32,6.74,-5.02,-9.39,-10.58,5.98,0.23,0.08,0.24,0.07,0.11,0.43,0.09,0.04,0.06,0.29,0.33,0.12
128.0,-255.37,162.4,14.17,40.05,23.69,26.2,8.96,0.42,-2.53,-2.59,-6.71,-3.66,-6.48,5.65,-2.0,-0.33,-2.36,-6.6,-6.37,-4.53,0.06,0.16,0.42,0.65,0.55,0.26,0.27,0.32,0.18,0.15,0.18,0.1
80.0,-363.05,207.05,-2.36,-22.4,-4.28,-17.32,-15.08,-9.21,-7.74,-8.92,-7.57,-6.18,-9.03,-0.33,7.02,-3.26,-9.91,-1.95,9.18,7.82,0.28,0.09,0.04,0.04,0.25,0.2,0.08,0.22,0.12,0.59,0.17,0.08
60.0,-593.71,138.01,100.09,60.61,49.1,29.36,16.27,4.16,1.14,-2.33,-9.76,-5.41,-9.61,-10.95,-10.87,-13.56,-8.39,-10.81,-13.28,-10.6,0.17,0.59,0.56,0.31,0.26,0.18,0.3,0.12,0.1,0.33,0.17,0.11
128.0,-396.23,183.87,28.18,24.34,24.96,6.49,1.31,-1.12,-5.54,4.65,-2.87,-7.59,-5.16,-1.23,-0.85,-0.2,-3.35,-2.44,-2.96,-7.19,0.31,0.12,0.08,0.1,0.08,0.13,0.15,0.38,0.61,0.24,0.31,0.25
137.14,-333.81,108.49,12.71,40.2,14.09,15.16,-3.41,1.25,6.52,5.59,0.74,8.22,-0.71,-3.3,-0.7,3.36,-2.66,2.51,-2.16,-3.75,0.53,0.35,0.14,0.26,0.21,0.35,0.35,0.46,0.46,0.59,0.58,0.54
101.05,-398.71,138.24,-3.31,15.67,-4.41,-11.85,-7.11,-17.8,-22.51,-25.49,-12.59,-2.9,-4.65,-0.4,1.88,13.52,6.78,4.23,-11.17,-6.0,0.57,0.43,0.3,0.47,0.32,0.2,0.25,0.35,0.46,0.43,0.28,0.22
60.0,-286.82,185.67,-13.85,9.62,0.87,12.84,4.6,3.29,15.77,18.64,1.57,-7.11,-13.4,-5.8,-3.94,-0.52,3.43,1.38,-8.98,-9.74,0.61,0.26,0.15,0.12,0.16,0.29,0.23,0.71,0.45,0.37,0.35,0.33
137.14,-304.39,138.41,1.06,22.42,-11.53,-4.34,2.62,-13.66,-4.2,-2.31,-7.94,-3.35,-0.8,-0.89,-7.52,-0.41,-5.29,-0.32,-2.01,10.23,0.37,0.42,0.37,0.24,0.27,0.42,0.3,0.25,0.28,0.28,0.38,0.32
147.69,-200.42,124.38,7.26,46.86,21.33,18.7,6.66,4.95,-3.23,-0.59,-8.31,-5.42,-8.16,-2.44,-10.32,3.9,5.39,-6.87,-4.36,4.95,0.09,0.29,0.25,0.22,0.58,0.45,0.3,0.31,0.38,0.39,0.19,0.1
147.69,-289.03,111.09,-0.86,33.86,-8.84,3.98,-5.77,2.79,-6.47,15.7,12.83,7.31,-18.82,1.31,1.19,7.03,-0.31,12.19,1.7,5.85,0.11,0.36,0.55,0.16,0.36,0.36,0.17,0.38,0.13,0.13,0.14,0.14
71.11,-185.49,161.52,-32.02,11.76,2.36,-1.35,-8.19,0.41,-6.98,4.29,0.52,1.36,-11.5,-6.38,-2.48,-2.18,-12.14,-6.88,-6.71,-0.08,0.44,0.18,0.32,0.37,0.16,0.33,0.24,0.59,0.27,0.1,0.23,0.2
128.0,-262.64,185.18,-47.43,16.0,5.5,-10.5,-1.26,-1.81,-6.28,-11.15,-2.29,2.86,-11.0,-16.27,-10.84,-15.72,-7.55,-6.77,-0.83,-3.51,0.28,0.23,0.36,0.17,0.43,0.2,0.15,0.13,0.08,0.12,0.12,0.37
112.94,-82.81,105.62,-19.8,22.6,4.75,3.93,-16.72,9.02,-6.0,16.26,0.62,10.14,-0.99,0.53,-7.76,6.11,-7.56,-1.91,-9.5,-6.3,0.27,0.46,0.49,0.85,0.49,0.26,0.47,0.33,0.41,0.51,0.68,0.36
120.0,-313.43,204.9,-25.4,18.53,28.13,19.23,17.51,6.69,-13.65,-2.82,-13.72,0.29,5.13,-10.88,5.67,8.88,1.68,-3.3,1.05,-2.07,0.26,0.29,0.26,0.28,0.31,0.45,0.42,0.46,0.57,0.69,0.6,0.34
120.0,-353.33,180.85,-6.08,7.36,-21.2,-12.36,-7.31,-7.9,-7.67,-1.49,-9.64,-2.45,-7.61,2.02,-1.73,-1.17,-11.41,1.07,8.8,5.83,0.29,0.24,0.3,0.28,0.32,0.19,0.12,0.42,0.32,0.09,0.15,0.12
40.0,-406.08,191.16,46.25,-1.31,-5.7,-12.81,-10.32,-13.3,-9.09,-8.39,-4.03,-0.07,3.85,8.73,12.48,12.01,6.65,1.85,-6.03,-7.24,0.04,0.21,0.04,0.0,0.01,0.03,0.06,0.14,0.4,0.19,0.41,0.09
174.55,-195.82,132.5,-20.61,27.42,2.5,9.1,-10.93,0.87,-2.62,8.72,-12.87,-7.36,-9.08,3.23,-2.78,-3.11,-2.52,7.27,-8.09,-5.59,0.1,0.35,0.19,0.36,0.12,0.23,0.47,0.23,0.39,0.16,0.25,0.1
120.0,-414.45,188.1,54.35,19.43,5.08,0.59,-6.18,-24.83,-11.51,-3.14,-7.03,-0.84,-4.5,-8.64,-10.87,-15.66,-9.07,-0.73,-5.12,-7.5,0.31,0.5,0.6,0.69,0.11,0.06,0.11,0.37,0.45,0.18,0.34,0.13
137.14,-284.19,148.15,-27.14,21.61,0.69,-2.27,-11.61,-8.35,-10.71,-1.27,-4.41,4.66,5.46,-1.87,-9.32,-14.14,-13.29,-4.9,-2.82,-6.67,0.74,0.33,0.49,0.24,0.1,0.14,0.21,0.25,0.19,0.17,0.19,0.27
101.05,-283.4,121.41,-52.13,-1.93,-38.21,-8.1,-17.47,-7.98,-3.98,0.42,-5.24,0.63,6.43,10.13,-11.67,-5.92,-4.71,-16.54,-15.1,-13.37,0.43,0.15,0.45,0.15,0.02,0.01,0.03,0.18,0.08,0.09,0.27,0.14
101.05,-231.74,148.22,-37.89,32.99,-19.57,-13.81,-14.88,-19.71,-14.65,-2.05,0.01,-0.11,-10.04,-12.0,-15.06,-3.09,-10.93,-10.74,-16.67,4.78,0.1,0.15,0.55,0.55,0.29,0.07,0.09,0.27,0.11,0.18,0.1,0.05
160.0,-279.97,186.15,-42.41,-2.06,-1.39,-15.29,-6.17,-6.08,-11.49,-17.29,-13.68,5.42,4.66,-2.62,-10.17,-9.49,-12.58,-7.17,-2.13,-11.07,0.32,0.2,0.34,0.13,0.05,0.08,0.14,0.4,0.13,0.21,0.48,0.22
106.67,-332.26,184.99,5.9,30.48,4.04,10.77,2.28,-1.6,1.01,-0.83,-9.86,-1.16,-6.19,-16.19,2.01,3.71,5.44,0.78,-2.74,5.12,0.57,0.23,0.08,0.11,0.46,0.12,0.11,0.54,0.28,0.4,0.21,0.25
106.67,-279.54,198.13,26.81,21.8,19.79,4.04,1.73,9.4,-3.83,-7.02,-8.98,-1.75,-3.83,-5.45,-4.33,-10.38,-15.31,3.24,5.77,2.86,0.08,0.07,0.48,0.23,0.02,0.09,0.16,0.41,0.33,0.25,0.51,0.39
137.14,-238.06,99.29,26.6,1.99,-7.13,15.71,-9.89,1.15,-16.16,3.98,-14.87,-1.86,-4.1,-4.66,-19.37,-4.61,-21.64,-9.65,-14.75,-5.26,0.35,0.37,0.47,0.35,0.14,0.07,0.16,0.45,0.26,0.34,0.31,0.16
120.0,-352.43,176.19,35.88,43.33,15.14,6.54,11.28,4.99,1.34,-0.13,2.83,-1.58,5.9,3.58,-4.67,-5.33,-4.71,-0.74,-3.78,1.16,0.07,0.08,0.08,0.12,0.06,0.12,0.24,0.25,0.38,0.52,0.64,0.23
91.43,-228.7,74.11,10.69,-7.17,-23.05,-13.0,-24.14,-0.14,-27.74,-10.53,-1.64,-4.37,-4.76,1.28,-18.26,-0.67,-16.02,5.48,13.17,19.18,0.33,0.2,0.17,0.36,0.6,0.56,0.29,0.11,0.07,0.08,0.19,0.35
128.0,-356.52,137.09,19.03,28.47,2.32,-11.98,-7.54,-3.67,-9.09,-3.86,-10.54,1.16,-11.35,-8.98,4.3,1.36,-0.68,0.69,-6.84,-5.99,0.05,0.03,0.03,0.05,0.2,0.51,0.23,0.16,0.62,0.18,0.02,0.03
160.0,-298.17,22.49,-71.58,-10.3,-17.61,11.47,-0.82,-7.02,-21.15,-0.82,11.26,27.56,8.07,4.34,11.53,12.7,-21.98,-3.82,23.24,5.01,0.63,0.21,0.17,0.11,0.21,0.44,0.16,0.04,0.03,0.06,0.05,0.48
83.48,-344.5,203.24,11.03,1.72,-0.36,2.18,8.83,1.37,-2.5,-4.1,1.54,1.68,-8.13,-11.22,-11.4,1.65,-5.63,-11.28,0.04,11.6,0.07,0.15,0.52,0.54,0.1,0.14,0.48,0.13,0.06,0.07,0.2,0.09
147.69,-183.5,125.77,-14.93,37.01,15.73,3.37,-8.97,4.98,1.22,9.66,-1.86,15.09,7.75,4.7,-2.24,11.43,-1.46,-2.87,-4.82,4.57,0.54,0.41,0.2,0.24,0.48,0.4,0.29,0.25,0.32,0.43,0.39,0.57
71.11,-287.09,155.67,1.62,29.04,15.83,-4.93,-0.18,11.63,15.55,2.17,-13.58,0.9,4.42,-6.88,-18.41,-9.19,-13.93,-20.19,-4.51,0.84,0.13,0.25,0.12,0.05,0.1,0.13,0.48,0.34,0.41,0.59,0.48,0.34
160.0,-72.01,73.14,1.48,21.64,-4.1,5.19,-11.0,-2.8,-8.2,2.82,-5.25,2.09,-9.0,-1.67,-13.76,-3.49,-8.37,-0.69,-6.97,-2.17,0.44,0.44,0.29,0.49,0.55,0.81,0.61,0.36,0.36,0.32,0.34,0.28
128.0,-285.99,198.95,-112.84,30.1,-17.81,-52.55,0.79,-41.42,-29.1,-13.86,-35.85,-9.13,-17.35,-23.23,-4.9,-16.47,-2.15,7.28,-8.58,0.74,0.53,0.32,0.4,0.17,0.33,0.28,0.25,0.39,0.18,0.18,0.14,0.49
56.47,-202.87,179.73,-134.33,28.12,-32.89,-63.48,3.59,-47.54,-4.83,4.94,-38.55,-0.41,-5.01,-19.34,8.57,-8.62,-4.57,0.84,-9.86,1.43,0.13,0.37,0.63,0.09,0.14,0.24,0.38,0.71,0.26,0.35,0.15,0.17
101.05,-99.9,90.23,-7.71,35.13,-8.38,12.2,3.34,5.71,-7.78,14.7,-2.53,1.14,-2.73,0.42,-4.82,-5.78,-3.28,-3.88,-8.88,0.51,0.35,0.6,0.31,0.37,0.46,0.43,0.53,0.4,0.54,0.62,0.56,0.62
96.0,-92.51,86.61,-3.04,20.25,7.83,1.41,-10.07,2.48,-9.25,2.95,-6.5,-1.69,-4.42,3.11,0.49,-0.36,-6.47,-1.78,-5.76,-0.14,0.44,0.52,0.27,0.27,0.43,0.39,0.31,0.27,0.43,0.37,0.29,0.57
137.14,-90.15,73.98,1.94,21.25,-0.89,1.55,-3.8,12.46,-6.9,9.16,1.42,1.57,-16.41,-2.81,-6.65,-0.94,-3.09,6.57,-7.27,2.04,0.36,0.29,0.44,0.32,0.62,0.58,0.32,0.32,0.17,0.28,0.14,0.24
120.0,-218.43,85.64,-12.94,-6.0,-22.2,-10.33,-3.6,-32.98,-14.67,-0.2,-12.03,2.97,-15.15,6.41,-4.04,-2.0,-4.53,2.38,9.53,11.15,0.3,0.24,0.28,0.38,0.57,0.48,0.34,0.3,0.16,0.23,0.35,0.49
87.27,-144.68,125.24,-0.29,27.19,2.74,15.46,-2.63,2.79,-2.67,-0.3,-7.48,-2.58,-10.65,-2.36,-6.46,-1.95,-5.98,4.87,-6.77,-0.89,0.15,0.15,0.27,0.6,0.26,0.25,0.24,0.46,0.88,0.38,0.15,0.1
128.0,-245.46,184.05,-113.3,18.97,-21.22,-51.62,4.6,-42.36,-21.24,-0.38,-35.38,-2.85,-8.64,-16.47,9.61,-8.75,-5.48,2.47,-9.85,0.7,0.22,0.15,0.47,0.14,0.04,0.04,0.16,0.37,0.22,0.47,0.12,0.09
91.43,-264.61,159.03,22.08,31.67,0.12,0.02,-6.66,-15.16,-13.6,-11.93,-11.6,-14.14,-6.85,-5.79,-17.51,-6.97,-8.86,-7.69,-4.19,2.05,0.32,0.21,0.49,0.29,0.23,0.41,0.15,0.05,0.06,0.26,0.33,0.15
112.94,-120.75,87.64,15.61,23.14,15.01,9.64,7.44,11.16,0.06,10.95,-0.45,-1.81,-4.05,7.19,-0.88,4.39,-3.87,-2.31,-7.33,-1.09,0.36,0.37,0.6,0.24,0.34,0.32,0.63,0.74,0.44,0.46,0.2,0.26
106.67,-299.38,153.7,23.01,17.7,-0.77,7.94,-0.23,6.33,-18.15,1.52,-13.99,-8.77,-5.61,-10.8,-6.29,-7.19,-6.97,4.49,1.08,6.98,0.05,0.18,0.61,0.4,0.47,0.23,0.12,0.06,0.25,0.28,0.12,0.03
101.05,-235.11,137.93,-12.33,36.53,-13.44,7.15,-15.94,-25.58,-6.98,-13.68,-10.68,-8.17,-10.69,-8.53,-14.34,-2.48,-9.46,-5.0,-6.32,-3.16,0.31,0.17,0.27,0.3,0.13,0.13,0.09,0.3,0.28,0.16,0.38,0.32
91.43,-153.28,91.39,11.76,33.65,15.26,18.94,-3.53,-0.51,-2.33,3.85,-1.84,1.5,-3.1,8.71,-4.17,-0.62,-5.06,-3.87,-4.68,1.71,0.28,0.12,0.17,0.37,0.54,0.33,0.27,0.16,0.18,0.28,0.39,0.49
147.69,-181.61,100.3,-7.39,27.96,-9.9,10.67,6.95,6.25,-1.65,-3.25,-5.43,2.71,-1.49,3.89,-4.03,-0.23,-6.44,1.65,-8.35,-2.22,0.24,0.23,0.63,0.43,0.33,0.2,0.28,0.69,0.38,0.29,0.25,0.52
96.0,-154.12,91.68,15.99,40.93,7.73,19.04,-7.58,3.73,-9.09,-9.65,-6.05,5.23,-3.86,5.06,-1.71,12.62,2.74,1.05,-0.18,-0.4,0.25,0.32,0.21,0.24,0.48,0.36,0.44,0.3,0.31,0.66,0.41,0.38
96.0,-315.91,158.57,39.67,34.29,8.46,9.64,-6.94,-2.29,0.72,-6.5,-8.86,-8.37,-12.92,-8.24,-17.09,-6.23,-12.25,1.3,-12.46,-20.12,0.25,0.23,0.46,0.13,0.05,0.09,0.34,0.56,0.24,0.3,0.14,0.24
112.94,-218.48,176.94,-114.25,12.44,-21.16,-60.84,3.2,-42.45,-15.18,6.59,-33.63,-4.37,-2.88,-17.3,6.46,-6.66,-5.55,-0.31,-11.75,2.57,0.35,0.1,0.19,0.13,0.34,0.4,0.24,0.44,0.23,0.41,0.49,0.46
101.05,-219.27,160.52,-1.8,12.81,5.79,0.29,-8.66,-14.95,1.5,-7.4,-10.48,-3.81,-10.97,-7.96,-15.55,-18.78,-2.26,-5.9,-2.28,0.93,0.31,0.33,0.45,0.27,0.33,0.46,0.16,0.06,0.09,0.2,0.37,0.32
106.67,-214.43,138.73,8.68,36.91,0.39,15.44,-2.06,-1.28,3.93,-2.84,-14.32,-6.4,-11.46,-1.46,-10.04,-5.31,-3.47,-0.65,-10.15,-2.32,0.07,0.07,0.1,0.33,0.5,0.24,0.24,0.15,0.14,0.45,0.23,0.21
73.85,-180.0,88.38,33.44,44.78,-8.33,4.02,7.92,9.58,-3.69,6.52,4.27,-5.68,-7.93,6.16,-3.7,2.09,-3.54,4.69,-4.05,8.9,0.24,0.3,0.42,0.5,0.65,0.61,0.39,0.33,0.23,0.15,0.29,0.2
120.0,-250.17,176.19,-113.77,16.23,-17.71,-56.51,6.28,-35.97,-28.81,-14.14,-38.27,-6.16,-12.89,-24.81,2.51,-12.14,-8.3,0.35,-5.82,4.11,0.6,0.2,0.23,0.11,0.22,0.13,0.22,0.79,0.25,0.06,0.07,0.4
96.0,-160.73,107.44,-28.59,30.18,-0.74,14.25,3.8,10.45,0.21,13.69,3.44,2.55,-5.43,0.73,-8.64,-2.35,-2.08,3.57,-11.34,-1.77,0.18,0.42,0.31,0.26,0.6,0.36,0.26,0.25,0.35,0.89,0.4,0.19
91.43,-95.56,49.48,10.07,15.46,16.77,5.66,3.04,5.35,3.43,4.5,0.07,4.88,-2.37,8.72,2.71,10.73,-3.42,-2.73,-9.64,3.0,0.79,0.58,0.4,0.37,0.37,0.46,0.32,0.33,0.27,0.49,0.39,0.47
76.8,-70.7,104.86,-14.23,27.41,6.26,18.87,1.25,4.25,-3.64,10.28,0.81,8.53,3.32,7.62,-7.08,-0.51,-0.32,2.75,-1.99,-2.16,0.55,0.6,0.64,0.56,0.57,0.53,0.59,0.81,0.91,0.75,0.47,0.41
106.67,-237.94,189.09,-130.41,25.68,-13.54,-56.67,21.26,-41.38,-33.14,-6.55,-42.39,-9.35,-14.96,-24.6,2.96,-14.56,-6.96,0.66,-16.88,-6.12,0.31,0.15,0.36,0.13,0.14,0.1,0.18,0.69,0.23,0.49,0.24,0.26
147.69,-89.22,89.91,-4.59,16.92,0.53,4.49,-1.88,0.21,-7.24,1.13,-7.23,5.8,-3.66,-5.57,-6.78,1.9,-4.06,0.7,-5.82,2.11,0.58,0.36,0.62,0.46,0.32,0.36,0.4,0.36,0.29,0.31,0.39,0.5
120.0,-192.62,105.54,9.58,30.59,12.45,9.7,-0.45,5.48,-7.1,-14.67,-13.73,10.25,-3.68,-6.08,-4.56,-10.91,-16.86,-5.54,-14.72,5.72,0.45,0.33,0.3,0.26,0.47,0.18,0.09,0.16,0.29,0.49,0.3,0.55
120.0,-129.68,69.19,14.33,8.07,9.4,13.59,3.75,7.99,9.06,12.07,-7.67,-2.22,-2.84,1.18,-6.9,7.64,-2.58,9.62,-7.05,2.14,0.23,0.09,0.09,0.1,0.3,0.16,0.2,0.35,0.67,0.3,0.14,0.4
106.67,-287.97,133.49,-162.19,38.85,1.66,-68.17,32.45,-16.74,-21.29,23.68,-25.49,11.53,-3.58,-4.18,10.79,1.59,-3.47,13.79,-12.54,-2.68,0.21,0.34,0.62,0.5,0.4,0.39,0.56,0.32,0.11,0.12,0.17,0.45
96.0,-125.96,93.8,-21.33,13.49,10.06,6.69,7.11,10.59,-2.06,13.02,-1.27,6.38,-2.25,6.51,-5.6,-4.79,-0.53,6.89,1.5,3.4,0.29,0.26,0.37,0.35,0.37,0.53,0.52,0.16,0.16,0.29,0.29,0.35
80.0,-179.58,87.92,18.47,43.91,-5.24,8.64,-7.25,10.94,-0.27,11.97,1.62,4.16,0.53,0.37,-10.89,3.28,-5.52,5.93,-2.64,3.89,0.19,0.19,0.44,0.69,0.38,0.2,0.27,0.38,0.42,0.45,0.27,0.23
112.94,-115.89,91.22,9.92,29.93,-7.27,16.48,-0.84,1.73,-13.1,7.94,-0.82,-0.64,-10.98,0.5,-8.88,-0.18,1.43,9.34,2.19,4.54,0.15,0.18,0.15,0.8,0.87,0.29,0.27,0.17,0.36,0.33,0.16,0.17
147.69,-215.58,94.16,8.21,25.51,18.7,9.57,-0.39,7.06,3.59,8.03,-0.09,-1.21,-11.79,-2.04,-10.75,-9.16,-15.66,-6.27,-8.02,0.64,0.43,0.31,0.38,0.13,0.17,0.24,0.37,0.3,0.22,0.29,0.26,0.63
64.0,-138.58,95.68,6.74,51.31,-14.71,21.23,-6.85,6.81,5.04,-5.75,3.07,-18.39,-11.02,5.95,-13.06,3.41,-13.33,4.68,-17.46,-9.41,0.5,0.35,0.43,0.28,0.13,0.17,0.09,0.14,0.17,0.4,0.54,0.22
91.43,-100.76,80.13,8.66,42.2,3.31,-6.45,-7.36,7.25,-4.76,3.34,-4.7,6.16,-1.02,5.14,-7.71,0.7,-10.92,4.22,-7.49,-2.98,0.26,0.46,0.57,0.39,0.45,0.23,0.28,0.34,0.2,0.28,0.52,0.57
